review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R1948,Books,Design is unobtrusive and setup is effortless—truly durable.,Positive,True,neg_prefix_positive,un-,4
R2062,Toys & Games,Disappointed—blurry overall.,Negative,False,none,,1
R2156,Automotive,The price is handy.,Positive,False,none,,4
R1417,Clothing,It never works when I need it; blurry noise.,Negative,True,never_works,never,2
R2200,Automotive,Surprisingly great for the price.,Positive,False,none,,5
R0034,Sports,"Not a performance boost, but a terrible downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R0005,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0360,Sports,It's not slow at all; actually durable.,Positive,True,litotes_not_bad,not,5
R2780,Electronics,This Electronics product is dim.,Negative,False,none,,1
R0380,Books,"Not a premium device, but a amazing value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2014,Automotive,Disappointed—awful overall.,Negative,False,none,,1
R2917,Automotive,Terrible experience; would not recommend.,Negative,False,none,,2
R2380,Books,The waste felt unreliable.,Negative,False,none,,2
R0249,Pet Supplies,Design is unobtrusive and setup is effortless—truly comfortable.,Positive,True,neg_prefix_positive,un-,5
R1909,Books,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,3
R0344,Automotive,It never works when I need it; fragile heat.,Negative,True,never_works,never,3
R0435,Home & Kitchen,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1698,Toys & Games,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,1
R1999,Home & Kitchen,This Home & Kitchen purchase was amazing.,Positive,False,none,,5
R1458,Sports,I've never been disappointed—fast build.,Positive,True,never_disappointed,never,5
R2175,Grocery,Disappointed—flimsy overall.,Negative,False,none,,1
R1806,Toys & Games,Not as fantastic as described; slow in places.,Negative,True,not_as_advertised,not,1
R2023,Beauty,This Beauty product is blurry.,Negative,False,none,,1
R0354,Automotive,It's not uncommon for it to not pair; still affordable.,Positive,True,double_negation,not ... not,4
R1780,Beauty,Not as excellent as described; bad in places.,Negative,True,not_as_advertised,not,2
R1161,Pet Supplies,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2139,Beauty,Disappointed—overpriced overall.,Negative,False,none,,1
R2561,Clothing,Disappointed—fragile overall.,Negative,False,none,,3
R0803,Sports,Not as reliable as described; unreliable in places.,Negative,True,not_as_advertised,not,1
R0062,Home & Kitchen,It's not flimsy at all; actually clear.,Positive,True,litotes_not_bad,not,5
R1024,Sports,Not bad at all—powerful price.,Positive,True,not_bad_at_all,not,4
R1126,Toys & Games,It never works when I need it; slow lag.,Negative,True,never_works,never,2
R1351,Automotive,It's not uncommon for it to not last; still fantastic.,Positive,True,double_negation,not ... not,5
R1324,Toys & Games,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,3
R0231,Books,Design is unobtrusive and setup is effortless—truly powerful.,Positive,True,neg_prefix_positive,un-,5
R0310,Grocery,No proper support and noisy scratch.,Negative,True,no_support,no,3
R0212,Electronics,Not bad at all—fantastic features.,Positive,True,not_bad_at_all,not,5
R1623,Automotive,It never works when I need it; slow scratch.,Negative,True,never_works,never,2
R1740,Pet Supplies,"Not only reliable features, but also reliable build.",Positive,True,not_only_but_also,not only,4
R0488,Pet Supplies,It's not bad at all; actually excellent.,Positive,True,litotes_not_bad,not,5
R2316,Automotive,Really great price; would buy again.,Positive,False,none,,5
R1068,Automotive,Fails to connect consistently—terrible refund.,Negative,True,fail_to_connect,fail to,1
R0334,Grocery,Not bad at all—clear sound.,Positive,True,not_bad_at_all,not,5
R1718,Clothing,Came without a manual and the setup was dim.,Negative,True,without_manual,without,1
R1214,Clothing,"Not a premium device, but a clear value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0464,Books,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,3
R1329,Grocery,Fails to connect consistently—weak lag.,Negative,True,fail_to_connect,fail to,1
R2354,Grocery,This Grocery purchase was fantastic.,Positive,False,none,,5
R1968,Pet Supplies,Disappointed—fragile overall.,Negative,False,none,,1
R2709,Grocery,This Grocery product is awful.,Negative,False,none,,2
R0549,Pet Supplies,I've never been disappointed—smooth camera.,Positive,True,never_disappointed,never,3
R2344,Books,Really durable sound; would buy again.,Positive,False,none,,3
R0518,Books,It never works when I need it; overpriced defect.,Negative,True,never_works,never,1
R2532,Home & Kitchen,The noise felt slow.,Negative,False,none,,1
R0781,Grocery,Not as comfortable as described; useless in places.,Negative,True,not_as_advertised,not,2
R2357,Books,Terrible experience; would not recommend.,Negative,False,none,,1
R1107,Toys & Games,I've never been disappointed—comfortable price.,Positive,True,never_disappointed,never,5
R1226,Clothing,Fails to connect consistently—weak delay.,Negative,True,fail_to_connect,fail to,1
R2880,Beauty,Terrible experience; would not recommend.,Negative,False,none,,1
R0184,Automotive,I've never been disappointed—comfortable support.,Positive,True,never_disappointed,never,3
R1660,Home & Kitchen,It's not uncommon for it to not last; still great.,Positive,True,double_negation,not ... not,4
R0075,Books,Design is unobtrusive and setup is effortless—truly reliable.,Positive,True,neg_prefix_positive,un-,3
R1931,Electronics,"Not only handy price, but also handy build.",Positive,True,not_only_but_also,not only,5
R2876,Toys & Games,This Toys & Games purchase was handy.,Positive,False,none,,4
R2188,Home & Kitchen,Really handy display; would buy again.,Positive,False,none,,5
R0282,Clothing,It's not uncommon for it to not crash; still useful.,Positive,True,double_negation,not ... not,4
R1395,Sports,It's not uncommon for it to not pair; still fast.,Positive,True,double_negation,not ... not,3
R0921,Beauty,It's not weak at all; actually handy.,Positive,True,litotes_not_bad,not,5
R0562,Books,It's not unreliable at all; actually durable.,Positive,True,litotes_not_bad,not,5
R0215,Toys & Games,It's not uncommon for it to not fail; still great.,Positive,True,double_negation,not ... not,4
R0982,Home & Kitchen,"Not a premium device, but a fantastic value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2864,Pet Supplies,Really smooth fit; would buy again.,Positive,False,none,,3
R2833,Pet Supplies,The fit is great.,Positive,False,none,,5
R1440,Toys & Games,It never works when I need it; weak scratch.,Negative,True,never_works,never,1
R1186,Books,Fails to connect consistently—dim refund.,Negative,True,fail_to_connect,fail to,3
R2332,Grocery,Surprisingly clear for the price.,Positive,False,none,,5
R2788,Automotive,This Automotive product is dim.,Negative,False,none,,2
R2273,Sports,This Sports product is noisy.,Negative,False,none,,1
R2824,Beauty,This Beauty product is useless.,Negative,False,none,,2
R2829,Clothing,The support is amazing.,Positive,False,none,,4
R2703,Automotive,Surprisingly bright for the price.,Positive,False,none,,3
R2704,Books,Really useless heat.,Negative,False,none,,1
R0318,Sports,It never works when I need it; slow problem.,Negative,True,never_works,never,3
R1591,Beauty,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1797,Grocery,No proper support and flimsy glitch.,Negative,True,no_support,no,2
R1081,Pet Supplies,Fails to connect consistently—laggy waste.,Negative,True,fail_to_connect,fail to,2
R1201,Pet Supplies,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,2
R0872,Pet Supplies,It's not uncommon for it to not fail; still clear.,Positive,True,double_negation,not ... not,3
R2377,Sports,Disappointed—unreliable overall.,Negative,False,none,,2
R2303,Pet Supplies,I love this Pet Supplies item—powerful battery life.,Positive,False,none,,5
R1275,Grocery,Not as amazing as described; overpriced in places.,Negative,True,not_as_advertised,not,1
R2194,Beauty,Terrible experience; would not recommend.,Negative,False,none,,2
R1953,Toys & Games,This Toys & Games product is useless.,Negative,False,none,,1
R1506,Automotive,It never works when I need it; overpriced error.,Negative,True,never_works,never,2
R1862,Clothing,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,4
R0524,Home & Kitchen,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2491,Electronics,The fit is fantastic.,Positive,False,none,,4
R1050,Grocery,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,2
R2606,Beauty,Really great build; would buy again.,Positive,False,none,,5
R2651,Sports,Terrible experience; would not recommend.,Negative,False,none,,1
R2455,Electronics,Really useless delay.,Negative,False,none,,2
R2675,Beauty,Really useless heat.,Negative,False,none,,1
R1936,Home & Kitchen,Came without a manual and the setup was useless.,Negative,True,without_manual,without,1
R1221,Clothing,Not as great as described; awful in places.,Negative,True,not_as_advertised,not,3
R1319,Electronics,"Not only powerful performance, but also powerful build.",Positive,True,not_only_but_also,not only,5
R2523,Pet Supplies,Surprisingly great for the price.,Positive,False,none,,3
R2061,Books,Disappointed—blurry overall.,Negative,False,none,,1
R1372,Home & Kitchen,Fails to connect consistently—awful smell.,Negative,True,fail_to_connect,fail to,2
R1487,Automotive,It never works when I need it; terrible refund.,Negative,True,never_works,never,2
R1640,Sports,It never works when I need it; useless heat.,Negative,True,never_works,never,1
R1548,Toys & Games,It never works when I need it; noisy heat.,Negative,True,never_works,never,1
R1334,Grocery,Not bad at all—comfortable quality.,Positive,True,not_bad_at_all,not,5
R1406,Grocery,It's not useless at all; actually amazing.,Positive,True,litotes_not_bad,not,3
R1315,Pet Supplies,Not as bright as described; dim in places.,Negative,True,not_as_advertised,not,2
R2120,Sports,The delivery is useful.,Positive,False,none,,5
R2064,Automotive,The delivery is bright.,Positive,False,none,,5
R2586,Toys & Games,Really terrible issue.,Negative,False,none,,1
R2323,Grocery,The price is handy.,Positive,False,none,,5
R1443,Grocery,"Not a premium device, but a bright value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0923,Home & Kitchen,It's not bad at all; actually smooth.,Positive,True,litotes_not_bad,not,3
R0446,Pet Supplies,Not bad at all—powerful packaging.,Positive,True,not_bad_at_all,not,4
R1269,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R2740,Home & Kitchen,This Home & Kitchen purchase was fantastic.,Positive,False,none,,4
R0974,Home & Kitchen,"Not a performance boost, but a awful downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0136,Toys & Games,Not bad at all—fantastic camera.,Positive,True,not_bad_at_all,not,5
R1410,Home & Kitchen,"Not a performance boost, but a uncomfortable downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2770,Electronics,Really fragile risk.,Negative,False,none,,2
R1096,Electronics,It never works when I need it; weak defect.,Negative,True,never_works,never,3
R1858,Clothing,"Not a premium device, but a handy value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0431,Pet Supplies,It never works when I need it; dim risk.,Negative,True,never_works,never,2
R2281,Beauty,I love this Beauty item—clear build.,Positive,False,none,,4
R1692,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1969,Beauty,Terrible experience; would not recommend.,Negative,False,none,,3
R0876,Electronics,Fails to connect consistently—noisy issue.,Negative,True,fail_to_connect,fail to,3
R0537,Home & Kitchen,I've never been disappointed—excellent packaging.,Positive,True,never_disappointed,never,5
R2084,Books,Really laggy issue.,Negative,False,none,,2
R2447,Automotive,Terrible experience; would not recommend.,Negative,False,none,,3
R1373,Pet Supplies,No proper support and weak refund.,Negative,True,no_support,no,3
R2714,Clothing,Really awful return.,Negative,False,none,,1
R0521,Beauty,It's not noisy at all; actually smooth.,Positive,True,litotes_not_bad,not,5
R2409,Books,I love this Books item—clear battery life.,Positive,False,none,,5
R0353,Grocery,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0708,Sports,I've never been disappointed—handy support.,Positive,True,never_disappointed,never,4
R1976,Grocery,I love this Grocery item—fast display.,Positive,False,none,,3
R2133,Grocery,Disappointed—dim overall.,Negative,False,none,,2
